date,symbol,close
2014-05-08,NVDA,18.5
2014-05-09,NVDA,18.05
2014-05-12,NVDA,18.58
2014-05-13,NVDA,18.28
2014-05-14,NVDA,18.1
2014-05-15,NVDA,18.0
2014-05-16,NVDA,17.96
2014-05-19,NVDA,18.54
2014-05-20,NVDA,18.24
2014-05-21,NVDA,18.24
2014-05-22,NVDA,18.32
2014-05-23,NVDA,18.49
2014-05-27,NVDA,18.82
2014-05-28,NVDA,18.98
2014-05-29,NVDA,18.95
2014-05-30,NVDA,19.0
2014-06-02,NVDA,18.94
2014-06-03,NVDA,18.86
2014-06-04,NVDA,18.88
2014-06-05,NVDA,18.96
2014-06-06,NVDA,19.03
2014-06-09,NVDA,19.05
2014-06-10,NVDA,19.15
2014-06-11,NVDA,19.4
2014-06-12,NVDA,19.52
2014-06-13,NVDA,19.54
2014-06-16,NVDA,19.48
2014-06-17,NVDA,19.61
2014-06-18,NVDA,19.59
2014-06-19,NVDA,19.138
2014-06-20,NVDA,18.93
2014-06-23,NVDA,18.71
2014-06-24,NVDA,18.42
2014-06-25,NVDA,18.61
2014-06-26,NVDA,18.36
2014-06-27,NVDA,18.38
2014-06-30,NVDA,18.54
2014-07-01,NVDA,18.75
2014-07-02,NVDA,18.6825
2014-07-03,NVDA,18.85
