date,symbol,close
2014-07-07,NVDA,18.7
2014-07-08,NVDA,18.55
2014-07-09,NVDA,19.11
2014-07-10,NVDA,19.005
2014-07-11,NVDA,19.05
2014-07-14,NVDA,19.29
2014-07-15,NVDA,19.37
2014-07-16,NVDA,19.35
2014-07-17,NVDA,19.3
2014-07-18,NVDA,18.44
2014-07-21,NVDA,18.55
2014-07-22,NVDA,18.47
2014-07-23,NVDA,18.08
2014-07-24,NVDA,18.11
2014-07-25,NVDA,17.79
2014-07-28,NVDA,17.72
2014-07-29,NVDA,17.78
2014-07-30,NVDA,18.08
2014-07-31,NVDA,17.5
2014-08-01,NVDA,17.69
2014-08-04,NVDA,17.65
2014-08-05,NVDA,17.66
2014-08-06,NVDA,17.64
2014-08-07,NVDA,17.46
2014-08-08,NVDA,19.0
2014-08-11,NVDA,18.9
2014-08-12,NVDA,18.9
2014-08-13,NVDA,19.01
2014-08-14,NVDA,18.8
2014-08-15,NVDA,19.04
2014-08-18,NVDA,19.3
2014-08-19,NVDA,19.37
2014-08-20,NVDA,19.25
2014-08-21,NVDA,19.07
2014-08-22,NVDA,19.08
2014-08-25,NVDA,19.11
2014-08-26,NVDA,19.455
2014-08-27,NVDA,19.23
2014-08-28,NVDA,19.39
2014-08-29,NVDA,19.45
2014-09-02,NVDA,19.495
2014-09-03,NVDA,19.685
2014-09-04,NVDA,20.03
2014-09-05,NVDA,19.97
2014-09-08,NVDA,19.79
2014-09-09,NVDA,19.54
2014-09-10,NVDA,19.61
2014-09-11,NVDA,19.41
2014-09-12,NVDA,19.12
2014-09-15,NVDA,18.86
2014-09-16,NVDA,19.135
2014-09-17,NVDA,19.15
2014-09-18,NVDA,19.44
2014-09-19,NVDA,19.08
2014-09-22,NVDA,18.89
2014-09-23,NVDA,18.81
2014-09-24,NVDA,18.92
2014-09-25,NVDA,18.51
2014-09-26,NVDA,18.545
2014-09-29,NVDA,18.515
2014-09-30,NVDA,18.45
2014-10-01,NVDA,18.27
2014-10-02,NVDA,18.19
2014-10-03,NVDA,18.23
2014-10-06,NVDA,18.12
2014-10-07,NVDA,17.925
2014-10-08,NVDA,18.26
2014-10-09,NVDA,17.91
2014-10-10,NVDA,16.845
2014-10-13,NVDA,16.785
2014-10-14,NVDA,17.175
2014-10-15,NVDA,17.44
2014-10-16,NVDA,17.45
2014-10-17,NVDA,17.42
2014-10-20,NVDA,17.57
2014-10-21,NVDA,18.32
2014-10-22,NVDA,17.89
2014-10-23,NVDA,18.285
2014-10-24,NVDA,18.48
2014-10-27,NVDA,18.49
2014-10-28,NVDA,18.93
2014-10-29,NVDA,18.805
2014-10-30,NVDA,18.69
2014-10-31,NVDA,19.54
2014-11-03,NVDA,19.87
2014-11-04,NVDA,20.13
2014-11-05,NVDA,20.13
2014-11-06,NVDA,20.22
2014-11-07,NVDA,19.79
2014-11-10,NVDA,20.02
2014-11-11,NVDA,19.78
2014-11-12,NVDA,19.645
2014-11-13,NVDA,19.55
2014-11-14,NVDA,19.785
2014-11-17,NVDA,19.695
2014-11-18,NVDA,20.17
2014-11-19,NVDA,20.01
2014-11-20,NVDA,20.34
2014-11-21,NVDA,20.455
2014-11-24,NVDA,20.58
2014-11-25,NVDA,20.57
2014-11-26,NVDA,20.915
2014-11-28,NVDA,20.97
2014-12-01,NVDA,20.58
2014-12-02,NVDA,20.61
2014-12-03,NVDA,21.14
2014-12-04,NVDA,20.95
2014-12-05,NVDA,21.07
2014-12-08,NVDA,20.8
2014-12-09,NVDA,20.73
2014-12-10,NVDA,20.27
2014-12-11,NVDA,20.26
2014-12-12,NVDA,19.63
2014-12-15,NVDA,19.57
2014-12-16,NVDA,19.345
2014-12-17,NVDA,20.14
2014-12-18,NVDA,20.22
2014-12-19,NVDA,20.42
2014-12-22,NVDA,20.78
2014-12-23,NVDA,20.65
2014-12-24,NVDA,20.57
2014-12-26,NVDA,20.59
2014-12-29,NVDA,20.56
2014-12-30,NVDA,20.37
2014-12-31,NVDA,20.05
2015-01-02,NVDA,20.13
2015-01-05,NVDA,19.79
2015-01-06,NVDA,19.19
2015-01-07,NVDA,19.135
2015-01-08,NVDA,19.86
2015-01-09,NVDA,19.94
2015-01-12,NVDA,19.69
2015-01-13,NVDA,19.655
2015-01-14,NVDA,19.74
2015-01-15,NVDA,19.6
2015-01-16,NVDA,19.96
2015-01-20,NVDA,20.02
2015-01-21,NVDA,20.3
2015-01-22,NVDA,20.65
2015-01-23,NVDA,20.71
2015-01-26,NVDA,20.615
2015-01-27,NVDA,19.63
2015-01-28,NVDA,19.31
2015-01-29,NVDA,19.78
2015-01-30,NVDA,19.205
2015-02-02,NVDA,19.62
2015-02-03,NVDA,20.11
2015-02-04,NVDA,20.16
2015-02-05,NVDA,20.485
2015-02-06,NVDA,20.4
2015-02-09,NVDA,20.38
2015-02-10,NVDA,20.95
2015-02-11,NVDA,20.81
2015-02-12,NVDA,22.3
2015-02-13,NVDA,22.31
2015-02-17,NVDA,22.375
2015-02-18,NVDA,22.12
2015-02-19,NVDA,22.175
2015-02-20,NVDA,22.335
2015-02-23,NVDA,22.16
2015-02-24,NVDA,22.31
2015-02-25,NVDA,22.14
2015-02-26,NVDA,22.2
2015-02-27,NVDA,22.06
2015-03-02,NVDA,22.595
2015-03-03,NVDA,22.18
2015-03-04,NVDA,22.43
2015-03-05,NVDA,22.86
2015-03-06,NVDA,22.55
2015-03-09,NVDA,22.61
2015-03-10,NVDA,22.995
2015-03-11,NVDA,22.88
2015-03-12,NVDA,22.67
2015-03-13,NVDA,22.7
2015-03-16,NVDA,22.97
2015-03-17,NVDA,23.25
2015-03-18,NVDA,22.87
2015-03-19,NVDA,23.215
2015-03-20,NVDA,23.47
2015-03-23,NVDA,22.71
2015-03-24,NVDA,22.4
2015-03-25,NVDA,21.04
2015-03-26,NVDA,20.965
2015-03-27,NVDA,21.38
2015-03-30,NVDA,21.47
2015-03-31,NVDA,20.925
2015-04-01,NVDA,21.01
2015-04-02,NVDA,21.06
2015-04-06,NVDA,21.665
2015-04-07,NVDA,21.86
2015-04-08,NVDA,22.02
2015-04-09,NVDA,22.525
2015-04-10,NVDA,22.76
2015-04-13,NVDA,22.55
2015-04-14,NVDA,22.36
2015-04-15,NVDA,22.63
2015-04-16,NVDA,22.49
2015-04-17,NVDA,22.2
2015-04-20,NVDA,22.09
2015-04-21,NVDA,22.055
2015-04-22,NVDA,22.31
2015-04-23,NVDA,22.22
2015-04-24,NVDA,22.03
2015-04-27,NVDA,22.2
2015-04-28,NVDA,22.305
2015-04-29,NVDA,22.14
2015-04-30,NVDA,22.195
2015-05-01,NVDA,22.75
2015-05-04,NVDA,22.61
2015-05-05,NVDA,22.03
2015-05-06,NVDA,22.1
2015-05-07,NVDA,22.49
2015-05-08,NVDA,20.825
2015-05-11,NVDA,20.63
2015-05-12,NVDA,20.83
2015-05-13,NVDA,20.95
2015-05-14,NVDA,21.29
2015-05-15,NVDA,21.3
2015-05-18,NVDA,21.27
2015-05-19,NVDA,21.04
2015-05-20,NVDA,21.04
2015-05-21,NVDA,20.89
2015-05-22,NVDA,20.86
2015-05-26,NVDA,20.73
2015-05-27,NVDA,21.84
2015-05-28,NVDA,22.14
2015-05-29,NVDA,22.13
2015-06-01,NVDA,22.38
2015-06-02,NVDA,21.935
2015-06-03,NVDA,21.7
2015-06-04,NVDA,22.09
2015-06-05,NVDA,22.26
2015-06-08,NVDA,21.75
2015-06-09,NVDA,21.86
2015-06-10,NVDA,21.47
2015-06-11,NVDA,21.7
2015-06-12,NVDA,21.11
2015-06-15,NVDA,21.07
2015-06-16,NVDA,21.33
2015-06-17,NVDA,21.58
2015-06-18,NVDA,21.94
2015-06-19,NVDA,21.87
2015-06-22,NVDA,21.775
2015-06-23,NVDA,21.22
2015-06-24,NVDA,21.01
2015-06-25,NVDA,21.17
2015-06-26,NVDA,20.74
2015-06-29,NVDA,20.12
2015-06-30,NVDA,20.11
2015-07-01,NVDA,20.4
2015-07-02,NVDA,20.42
2015-07-06,NVDA,20.17
2015-07-07,NVDA,19.79
2015-07-08,NVDA,19.65
2015-07-09,NVDA,19.41
2015-07-10,NVDA,19.75
2015-07-13,NVDA,19.88
2015-07-14,NVDA,19.89
2015-07-15,NVDA,19.75
2015-07-16,NVDA,20.19
2015-07-17,NVDA,20.07
2015-07-20,NVDA,19.7
2015-07-21,NVDA,19.79
2015-07-22,NVDA,19.405
2015-07-23,NVDA,19.65
2015-07-24,NVDA,19.42
2015-07-27,NVDA,19.31
2015-07-28,NVDA,19.73
2015-07-29,NVDA,19.97
2015-07-30,NVDA,20.02
2015-07-31,NVDA,19.95
2015-08-03,NVDA,20.29
2015-08-04,NVDA,20.37
2015-08-05,NVDA,20.58
2015-08-06,NVDA,20.45
2015-08-07,NVDA,22.98
2015-08-10,NVDA,23.78
2015-08-11,NVDA,23.66
2015-08-12,NVDA,23.72
2015-08-13,NVDA,23.52
2015-08-14,NVDA,23.54
2015-08-17,NVDA,23.39
2015-08-18,NVDA,23.08
2015-08-19,NVDA,22.99
2015-08-20,NVDA,22.16
2015-08-21,NVDA,21.47
2015-08-24,NVDA,20.71
2015-08-25,NVDA,20.28
2015-08-26,NVDA,21.81
2015-08-27,NVDA,22.63
2015-08-28,NVDA,22.73
2015-08-31,NVDA,22.48
2015-09-01,NVDA,21.56
2015-09-02,NVDA,22.21
2015-09-03,NVDA,22.27
2015-09-04,NVDA,21.75
2015-09-08,NVDA,22.68
2015-09-09,NVDA,22.23
2015-09-10,NVDA,22.58
2015-09-11,NVDA,22.65
2015-09-14,NVDA,22.69
2015-09-15,NVDA,22.94
2015-09-16,NVDA,23.1
2015-09-17,NVDA,23.31
2015-09-18,NVDA,23.29
2015-09-21,NVDA,23.53
2015-09-22,NVDA,22.89
2015-09-23,NVDA,23.0
2015-09-24,NVDA,23.44
2015-09-25,NVDA,23.61
2015-09-28,NVDA,23.3
2015-09-29,NVDA,23.71
2015-09-30,NVDA,24.64
2015-10-01,NVDA,24.17
2015-10-02,NVDA,24.8
2015-10-05,NVDA,25.42
2015-10-06,NVDA,25.75
2015-10-07,NVDA,26.02
2015-10-08,NVDA,26.17
2015-10-09,NVDA,26.07
2015-10-12,NVDA,26.35
2015-10-13,NVDA,26.4
2015-10-14,NVDA,27.36
2015-10-15,NVDA,27.43
2015-10-16,NVDA,27.86
2015-10-19,NVDA,27.81
2015-10-20,NVDA,27.77
2015-10-21,NVDA,27.41
2015-10-22,NVDA,28.4
2015-10-23,NVDA,28.59
2015-10-26,NVDA,28.46
2015-10-27,NVDA,28.44
2015-10-28,NVDA,28.67
2015-10-29,NVDA,27.68
2015-10-30,NVDA,28.37
2015-11-02,NVDA,28.7
2015-11-03,NVDA,28.5
2015-11-04,NVDA,28.03
2015-11-05,NVDA,27.71
2015-11-06,NVDA,31.55
2015-11-09,NVDA,31.41
2015-11-10,NVDA,30.81
2015-11-11,NVDA,30.51
2015-11-12,NVDA,30.4
2015-11-13,NVDA,29.8
2015-11-16,NVDA,30.4
2015-11-17,NVDA,30.4
2015-11-18,NVDA,31.03
2015-11-19,NVDA,31.12
2015-11-20,NVDA,31.39
2015-11-23,NVDA,30.92
2015-11-24,NVDA,31.17
2015-11-25,NVDA,31.13
2015-11-27,NVDA,31.39
2015-11-30,NVDA,31.72
2015-12-01,NVDA,32.75
2015-12-02,NVDA,32.5
2015-12-03,NVDA,32.43
2015-12-04,NVDA,33.75
2015-12-07,NVDA,33.11
2015-12-08,NVDA,33.56
2015-12-09,NVDA,32.71
2015-12-10,NVDA,32.98
2015-12-11,NVDA,32.49
2015-12-14,NVDA,32.57
2015-12-15,NVDA,32.97
2015-12-16,NVDA,33.17
2015-12-17,NVDA,32.67
2015-12-18,NVDA,32.14
2015-12-21,NVDA,32.895
2015-12-22,NVDA,32.93
2015-12-23,NVDA,33.055
2015-12-24,NVDA,33.17
2015-12-28,NVDA,33.14
2015-12-29,NVDA,33.68
2015-12-30,NVDA,33.39
2015-12-31,NVDA,32.96
2016-01-04,NVDA,32.37
2016-01-05,NVDA,32.89
2016-01-06,NVDA,31.53
2016-01-07,NVDA,30.28
2016-01-08,NVDA,29.63
2016-01-11,NVDA,29.68
2016-01-12,NVDA,30.18
2016-01-13,NVDA,29.26
2016-01-14,NVDA,28.67
2016-01-15,NVDA,27.11
2016-01-19,NVDA,27.33
2016-01-20,NVDA,27.48
2016-01-21,NVDA,27.8
2016-01-22,NVDA,28.45
2016-01-25,NVDA,28.42
2016-01-26,NVDA,28.7
2016-01-27,NVDA,28.36
2016-01-28,NVDA,28.05
2016-01-29,NVDA,29.29
2016-02-01,NVDA,29.3
2016-02-02,NVDA,28.06
2016-02-03,NVDA,28.2
2016-02-04,NVDA,28.21
2016-02-05,NVDA,26.43
2016-02-08,NVDA,25.22
2016-02-09,NVDA,25.49
2016-02-10,NVDA,25.43
2016-02-11,NVDA,25.3
2016-02-12,NVDA,25.73
2016-02-16,NVDA,26.99
2016-02-17,NVDA,27.66
2016-02-18,NVDA,30.04
2016-02-19,NVDA,30.44
2016-02-22,NVDA,31.52
2016-02-23,NVDA,31.6
2016-02-24,NVDA,31.82
2016-02-25,NVDA,31.89
2016-02-26,NVDA,31.68
2016-02-29,NVDA,31.36
2016-03-01,NVDA,32.75
2016-03-02,NVDA,32.94
2016-03-03,NVDA,32.65
2016-03-04,NVDA,32.55
2016-03-07,NVDA,32.34
2016-03-08,NVDA,31.75
2016-03-09,NVDA,31.73
2016-03-10,NVDA,31.68
2016-03-11,NVDA,32.22
2016-03-14,NVDA,32.3
2016-03-15,NVDA,32.14
2016-03-16,NVDA,33.1
2016-03-17,NVDA,32.82
2016-03-18,NVDA,33.81
2016-03-21,NVDA,33.91
2016-03-22,NVDA,33.85
2016-03-23,NVDA,34.43
2016-03-24,NVDA,34.48
2016-03-28,NVDA,34.83
2016-03-29,NVDA,35.39
2016-03-30,NVDA,35.76
2016-03-31,NVDA,35.63
2016-04-01,NVDA,36.15
2016-04-04,NVDA,35.8
2016-04-05,NVDA,35.75
2016-04-06,NVDA,35.8
2016-04-07,NVDA,35.43
2016-04-08,NVDA,35.66
2016-04-11,NVDA,35.88
2016-04-12,NVDA,35.84
2016-04-13,NVDA,36.74
2016-04-14,NVDA,36.84
2016-04-15,NVDA,37.13
2016-04-18,NVDA,36.97
2016-04-19,NVDA,36.31
2016-04-20,NVDA,36.45
2016-04-21,NVDA,36.41
2016-04-22,NVDA,36.27
2016-04-25,NVDA,36.45
2016-04-26,NVDA,36.48
2016-04-27,NVDA,37.31
2016-04-28,NVDA,36.2
2016-04-29,NVDA,35.53
2016-05-02,NVDA,36.0
2016-05-03,NVDA,35.57
2016-05-04,NVDA,34.76
2016-05-05,NVDA,34.97
2016-05-06,NVDA,35.33
2016-05-09,NVDA,35.28
2016-05-10,NVDA,35.96
2016-05-11,NVDA,36.06
2016-05-12,NVDA,35.57
2016-05-13,NVDA,40.98
2016-05-16,NVDA,42.19
2016-05-17,NVDA,42.28
2016-05-18,NVDA,43.36
2016-05-19,NVDA,43.55
2016-05-20,NVDA,44.33
2016-05-23,NVDA,44.4
2016-05-24,NVDA,45.36
2016-05-25,NVDA,45.17
2016-05-26,NVDA,45.65
2016-05-27,NVDA,45.9
2016-05-31,NVDA,46.72
2016-06-01,NVDA,46.81
2016-06-02,NVDA,47.14
2016-06-03,NVDA,46.48
2016-06-06,NVDA,46.24
2016-06-07,NVDA,46.33
2016-06-08,NVDA,46.18
2016-06-09,NVDA,47.38
2016-06-10,NVDA,46.2
2016-06-13,NVDA,46.79
2016-06-14,NVDA,46.88
2016-06-15,NVDA,47.36
2016-06-16,NVDA,47.55
2016-06-17,NVDA,46.72
2016-06-20,NVDA,47.56
2016-06-21,NVDA,47.27
2016-06-22,NVDA,47.23
2016-06-23,NVDA,48.49
2016-06-24,NVDA,45.73
2016-06-27,NVDA,45.24
2016-06-28,NVDA,45.9
2016-06-29,NVDA,46.65
2016-06-30,NVDA,47.01
2016-07-01,NVDA,46.66
2016-07-05,NVDA,47.35
2016-07-06,NVDA,47.65
2016-07-07,NVDA,48.89
2016-07-08,NVDA,50.85
2016-07-11,NVDA,52.02
2016-07-12,NVDA,52.8
2016-07-13,NVDA,52.78
2016-07-14,NVDA,53.32
2016-07-15,NVDA,52.7
2016-07-18,NVDA,52.97
2016-07-19,NVDA,53.52
2016-07-20,NVDA,54.22
2016-07-21,NVDA,53.22
2016-07-22,NVDA,54.67
2016-07-25,NVDA,55.68
2016-07-26,NVDA,56.63
2016-07-27,NVDA,56.06
2016-07-28,NVDA,56.18
2016-07-29,NVDA,57.1
2016-08-01,NVDA,56.73
2016-08-02,NVDA,56.04
2016-08-03,NVDA,56.19
2016-08-04,NVDA,57.23
2016-08-05,NVDA,58.2
2016-08-08,NVDA,58.74
2016-08-09,NVDA,58.89
2016-08-10,NVDA,58.51
2016-08-11,NVDA,59.7
2016-08-12,NVDA,63.04
2016-08-15,NVDA,62.98
2016-08-16,NVDA,62.6
2016-08-17,NVDA,61.15
2016-08-18,NVDA,62.1
2016-08-19,NVDA,62.26
2016-08-22,NVDA,62.52
2016-08-23,NVDA,62.91
2016-08-24,NVDA,61.94
2016-08-25,NVDA,61.53
2016-08-26,NVDA,62.03
2016-08-29,NVDA,61.99
2016-08-30,NVDA,61.63
2016-08-31,NVDA,61.34
2016-09-01,NVDA,63.15
2016-09-02,NVDA,62.53
2016-09-06,NVDA,63.12
2016-09-07,NVDA,62.19
2016-09-08,NVDA,62.64
2016-09-09,NVDA,59.52
2016-09-12,NVDA,60.75
2016-09-13,NVDA,59.87
2016-09-14,NVDA,60.4
2016-09-15,NVDA,62.69
2016-09-16,NVDA,62.84
2016-09-19,NVDA,63.67
2016-09-20,NVDA,63.09
2016-09-21,NVDA,64.86
2016-09-22,NVDA,65.02
2016-09-23,NVDA,64.95
2016-09-26,NVDA,64.34
2016-09-27,NVDA,66.54
2016-09-28,NVDA,66.78
2016-09-29,NVDA,67.4
2016-09-30,NVDA,68.52
2016-10-03,NVDA,68.45
2016-10-04,NVDA,68.3
2016-10-05,NVDA,68.23
2016-10-06,NVDA,67.34
2016-10-07,NVDA,66.85
2016-10-10,NVDA,67.1
2016-10-11,NVDA,66.13
2016-10-12,NVDA,66.43
2016-10-13,NVDA,65.35
2016-10-14,NVDA,65.99
2016-10-17,NVDA,65.61
2016-10-18,NVDA,66.61
2016-10-19,NVDA,66.47
2016-10-20,NVDA,67.73
2016-10-21,NVDA,67.54
2016-10-24,NVDA,70.71
2016-10-25,NVDA,71.87
2016-10-26,NVDA,72.16
2016-10-27,NVDA,70.68
2016-10-28,NVDA,70.56
2016-10-31,NVDA,71.16
2016-11-01,NVDA,69.05
2016-11-02,NVDA,68.76
2016-11-03,NVDA,67.96
2016-11-04,NVDA,67.57
2016-11-07,NVDA,71.27
2016-11-08,NVDA,71.16
2016-11-09,NVDA,69.96
2016-11-10,NVDA,67.77
2016-11-11,NVDA,87.97
2016-11-14,NVDA,83.64
2016-11-15,NVDA,86.19
2016-11-16,NVDA,91.63
2016-11-17,NVDA,92.39
2016-11-18,NVDA,93.36
2016-11-21,NVDA,92.98
2016-11-22,NVDA,93.65
2016-11-23,NVDA,93.97
2016-11-25,NVDA,94.16
2016-11-28,NVDA,94.11
2016-11-29,NVDA,93.25
2016-11-30,NVDA,92.2
2016-12-01,NVDA,87.64
2016-12-02,NVDA,88.45
2016-12-05,NVDA,91.88
2016-12-06,NVDA,93.39
2016-12-07,NVDA,95.07
2016-12-08,NVDA,93.48
2016-12-09,NVDA,91.82
2016-12-12,NVDA,89.59
2016-12-13,NVDA,91.17
2016-12-14,NVDA,96.45
2016-12-15,NVDA,98.71
2016-12-16,NVDA,100.41
2016-12-19,NVDA,101.63
2016-12-20,NVDA,105.17
2016-12-21,NVDA,105.83
2016-12-22,NVDA,107.11
2016-12-23,NVDA,109.78
2016-12-27,NVDA,117.32
2016-12-28,NVDA,109.25
2016-12-29,NVDA,111.43
2016-12-30,NVDA,106.74
2017-01-03,NVDA,102.01
2017-01-04,NVDA,104.39
2017-01-05,NVDA,101.74
2017-01-06,NVDA,103.1
2017-01-09,NVDA,107.28
2017-01-10,NVDA,106.47
2017-01-11,NVDA,105.16
2017-01-12,NVDA,103.44
2017-01-13,NVDA,103.43
2017-01-17,NVDA,101.11
2017-01-18,NVDA,102.95
2017-01-19,NVDA,105.16
2017-01-20,NVDA,104.01
2017-01-23,NVDA,105.09
2017-01-24,NVDA,107.33
2017-01-25,NVDA,107.79
2017-01-26,NVDA,109.65
2017-01-27,NVDA,111.77
2017-01-30,NVDA,110.02
2017-01-31,NVDA,109.18
2017-02-01,NVDA,113.95
2017-02-02,NVDA,115.39
2017-02-03,NVDA,114.38
2017-02-06,NVDA,117.31
2017-02-07,NVDA,119.13
2017-02-08,NVDA,118.61
2017-02-09,NVDA,116.38
2017-02-10,NVDA,113.62
2017-02-13,NVDA,108.38
2017-02-14,NVDA,108.78
2017-02-15,NVDA,109.0
2017-02-16,NVDA,107.25
2017-02-17,NVDA,107.23
2017-02-21,NVDA,111.07
2017-02-22,NVDA,110.76
2017-02-23,NVDA,100.49
2017-02-24,NVDA,101.46
2017-02-27,NVDA,104.41
2017-02-28,NVDA,101.48
2017-03-01,NVDA,102.79
2017-03-02,NVDA,99.0
2017-03-03,NVDA,98.43
2017-03-06,NVDA,97.67
2017-03-07,NVDA,98.74
2017-03-08,NVDA,98.56
2017-03-09,NVDA,98.54
2017-03-10,NVDA,99.12
2017-03-13,NVDA,101.85
2017-03-14,NVDA,101.78
2017-03-15,NVDA,102.55
2017-03-16,NVDA,103.81
2017-03-17,NVDA,106.07
2017-03-20,NVDA,109.45
2017-03-21,NVDA,105.91
2017-03-22,NVDA,108.07
2017-03-23,NVDA,107.09
2017-03-24,NVDA,107.47
2017-03-27,NVDA,108.25
2017-03-28,NVDA,107.69
2017-03-29,NVDA,107.34
2017-03-30,NVDA,109.4
2017-03-31,NVDA,108.93
2017-04-03,NVDA,108.38
2017-04-04,NVDA,100.78
2017-04-05,NVDA,100.03
2017-04-06,NVDA,100.76
2017-04-07,NVDA,100.33
2017-04-10,NVDA,97.77
2017-04-11,NVDA,98.12
2017-04-12,NVDA,97.31
2017-04-13,NVDA,95.49
2017-04-17,NVDA,99.23
2017-04-18,NVDA,99.29
2017-04-19,NVDA,99.68
2017-04-20,NVDA,101.26
2017-04-21,NVDA,101.68
2017-04-24,NVDA,102.95
2017-04-25,NVDA,104.74
2017-04-26,NVDA,104.02
2017-04-27,NVDA,105.64
2017-04-28,NVDA,104.3
2017-05-01,NVDA,106.64
2017-05-02,NVDA,103.48
2017-05-03,NVDA,104.25
2017-05-04,NVDA,103.85
2017-05-05,NVDA,103.86
2017-05-08,NVDA,102.77
2017-05-09,NVDA,102.94
2017-05-10,NVDA,121.29
2017-05-11,NVDA,126.5
2017-05-12,NVDA,127.89
2017-05-15,NVDA,134.31
2017-05-16,NVDA,136.81
2017-05-17,NVDA,127.72
2017-05-18,NVDA,133.07
2017-05-19,NVDA,136.0
2017-05-22,NVDA,138.9
2017-05-23,NVDA,137.03
2017-05-24,NVDA,138.57
2017-05-25,NVDA,138.26
2017-05-26,NVDA,141.84
2017-05-30,NVDA,144.87
2017-05-31,NVDA,144.35
2017-06-01,NVDA,144.36
2017-06-02,NVDA,143.64
2017-06-05,NVDA,148.01
2017-06-06,NVDA,147.34
2017-06-07,NVDA,149.12
2017-06-08,NVDA,159.94
2017-06-09,NVDA,149.6
2017-06-12,NVDA,149.97
2017-06-13,NVDA,151.4
2017-06-14,NVDA,151.72
2017-06-15,NVDA,152.37
2017-06-16,NVDA,151.62
2017-06-19,NVDA,157.32
2017-06-20,NVDA,157.09
2017-06-21,NVDA,159.47
2017-06-22,NVDA,158.37
2017-06-23,NVDA,153.83
2017-06-26,NVDA,152.15
2017-06-27,NVDA,146.58
2017-06-28,NVDA,151.75
2017-06-29,NVDA,146.68
2017-06-30,NVDA,144.56
2017-07-03,NVDA,139.33
2017-07-05,NVDA,143.05
2017-07-06,NVDA,143.48
2017-07-07,NVDA,146.76
2017-07-10,NVDA,153.7
2017-07-11,NVDA,155.88
2017-07-12,NVDA,162.51
2017-07-13,NVDA,160.63
2017-07-14,NVDA,164.95
2017-07-17,NVDA,164.25
2017-07-18,NVDA,165.96
2017-07-19,NVDA,165.1
2017-07-20,NVDA,167.5
2017-07-21,NVDA,168.1
2017-07-24,NVDA,166.15
2017-07-25,NVDA,165.35
2017-07-26,NVDA,167.26
2017-07-27,NVDA,161.74
2017-07-28,NVDA,164.39
2017-07-31,NVDA,162.51
2017-08-01,NVDA,164.49
2017-08-02,NVDA,164.39
2017-08-03,NVDA,166.48
2017-08-04,NVDA,167.21
2017-08-07,NVDA,172.35
2017-08-08,NVDA,170.3
2017-08-09,NVDA,172.11
2017-08-10,NVDA,164.74
2017-08-11,NVDA,155.96
2017-08-14,NVDA,168.4
2017-08-15,NVDA,166.98
2017-08-16,NVDA,165.15
2017-08-17,NVDA,161.47
2017-08-18,NVDA,161.5
2017-08-21,NVDA,159.15
2017-08-22,NVDA,162.55
2017-08-23,NVDA,165.8
2017-08-24,NVDA,165.19
2017-08-25,NVDA,163.81
2017-08-28,NVDA,164.97
2017-08-29,NVDA,164.7
2017-08-30,NVDA,165.68
2017-08-31,NVDA,169.44
2017-09-01,NVDA,170.46
2017-09-05,NVDA,165.91
2017-09-06,NVDA,165.81
2017-09-07,NVDA,166.58
2017-09-08,NVDA,163.69
2017-09-11,NVDA,169.0
2017-09-12,NVDA,169.61
2017-09-13,NVDA,170.37
2017-09-14,NVDA,169.4
2017-09-15,NVDA,180.11
2017-09-18,NVDA,187.55
2017-09-19,NVDA,187.35
2017-09-20,NVDA,185.84
2017-09-21,NVDA,180.76
2017-09-22,NVDA,179.0
2017-09-25,NVDA,171.0
2017-09-26,NVDA,171.96
2017-09-27,NVDA,175.73
2017-09-28,NVDA,175.68
2017-09-29,NVDA,178.77
2017-10-02,NVDA,179.0
2017-10-03,NVDA,179.37
2017-10-04,NVDA,180.87
2017-10-05,NVDA,180.77
2017-10-06,NVDA,181.3
2017-10-09,NVDA,185.39
2017-10-10,NVDA,188.93
2017-10-11,NVDA,190.94
2017-10-12,NVDA,191.03
2017-10-13,NVDA,194.59
2017-10-16,NVDA,197.93
2017-10-17,NVDA,197.75
2017-10-18,NVDA,197.58
2017-10-19,NVDA,197.8
2017-10-20,NVDA,196.9
2017-10-23,NVDA,196.62
2017-10-24,NVDA,198.68
2017-10-25,NVDA,193.66
2017-10-26,NVDA,195.69
2017-10-27,NVDA,201.86
2017-10-30,NVDA,203.84
2017-10-31,NVDA,206.81
2017-11-01,NVDA,207.2
2017-11-02,NVDA,205.94
2017-11-03,NVDA,208.69
2017-11-06,NVDA,209.63
2017-11-07,NVDA,212.03
2017-11-08,NVDA,209.16
2017-11-09,NVDA,205.32
2017-11-10,NVDA,216.14
2017-11-13,NVDA,212.63
2017-11-14,NVDA,214.18
2017-11-15,NVDA,209.98
2017-11-16,NVDA,211.61
2017-11-17,NVDA,211.36
2017-11-20,NVDA,214.08
2017-11-21,NVDA,216.05
2017-11-22,NVDA,214.93
2017-11-24,NVDA,216.96
2017-11-27,NVDA,214.14
2017-11-28,NVDA,210.71
2017-11-29,NVDA,196.42
2017-11-30,NVDA,200.71
2017-12-01,NVDA,197.68
2017-12-04,NVDA,186.66
2017-12-05,NVDA,187.74
2017-12-06,NVDA,189.26
2017-12-07,NVDA,191.99
2017-12-08,NVDA,191.49
2017-12-11,NVDA,194.66
2017-12-12,NVDA,190.84
2017-12-13,NVDA,186.18
2017-12-14,NVDA,186.47
2017-12-15,NVDA,191.56
2017-12-18,NVDA,197.9
2017-12-19,NVDA,196.11
2017-12-20,NVDA,196.8
